citation_key,title,year,pmid,doi,source_type,topic_tags,harvest_bucket,source_origin,venue
lopezjimenez2020cardiology,Artificial Intelligence in Cardiology: Present and Future,2020,32404432,10.1016/j.mayocp.2020.01.038,review,ai_cardiology;review,curated_extension,curated_extensions,Mayo Clinic Proceedings
lubitz2022yield,Yield of Screening for Atrial Fibrillation in Primary Care With a Smartphone ECG: A Cluster Randomized Trial,2022,35727913,10.1161/circulationaha.121.057014,cluster randomized trial,ai_ecg;atrial_fibrillation;screening,curated_extension,curated_extensions,Circulation
madani2018fast,Fast and accurate view classification of echocardiograms using deep learning,2018,30828647,10.1038/s41746-017-0013-1,retrospective derivation/validation,ai_echo;deep_learning;view_classification,curated_extension,curated_extensions,npj Digital Medicine
marrouchedecaa2014association,Association of atrial tissue fibrosis identified by delayed enhancement MRI and atrial fibrillation catheter ablation: the DECAAF study,2014,24496537,,prospective multicentre observational study,ai_clinic;atrial_fibrillation;clinical;engineering,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
masumuraecg2025early,"AI-ECG for early detection of atrial fibrillation: First-year results from a stroke prevention study in Shimizu, Japan",2025,40621219,10.1002/joa3.70132,retrospective cohort/model development,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
mattextureamyl2022texture,Texture analysis of T2-weighted cardiovascular magnetic resonance imaging to discriminate between cardiac amyloidosis and hypertrophic cardiomyopathy.,2022,35597906,10.1186/s12872-022-02671-0,Retrospective radiomics study,ai_cmr,AI-CMR,ai_cmr_candidates,
mawpatientaihf2025patient,Patient Perspectives Towards Artificial Intelligence in Heart Failure Care,2025,41346424,,cross-sectional patient survey,ai_clinic;grant_reviewer;implementation;patient;policy_expert;programme_design,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
mckinney2020international,International evaluation of an AI system for breast cancer screening,2020,31894144,10.1038/s41586-019-1799-6,external validation,ai_imaging;external_validation;general_ai,curated_extension,curated_extensions,Nature
mello2023toward,Toward Trustworthy Medical AI: A Roadmap for the FDA,2023,,10.1056/aip2300040,perspective,ai_governance;policy;regulation,curated_extension,curated_extensions,NEJM AI
methods2023methods,Artificial Intelligence-Based Methods for Precision Cardiovascular Medicine,2023,37623518,,publication,engineering;grant_reviewer;programme_design,evidence_json,evidence.json,
meyerprecision2022precision,Precision measurement of cardiac structure and function in cardiovascular magnetic resonance using machine learning.,2022,35272664,10.1186/s12968-022-00846-4,Multicenter retrospective development and validation study,ai_cmr,AI-CMR,ai_cmr_candidates,
mhra2024mhra,MHRA position paper on Software and AI as a Medical Device: pre-market expectations,2024,,,policy guidance,ai_governance;policy;regulation;uk,curated_extension,curated_extensions,Medicines and Healthcare products Regulatory Agency
michelmulticen2025automatically,"Machine Learning to Automatically Differentiate Hypertrophic Cardiomyopathy, Cardiac Light Chain, and Cardiac Transthyretin Amyloidosis: A Multicenter CMR Study.",2025,40464070,10.1161/circimaging.124.017761,Multicenter multivendor feasibility study,ai_cmr,AI-CMR,ai_cmr_candidates,
michelshcmfami2024family,Family Screening in Hypertrophic Cardiomyopathy: Identification of Relatives With Low Yield From Systematic Follow-Up,2024,39365224,,family-screening cohort,ai_clinic;cardiomyopathy;clinical;engineering;patient,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
millerllmconse2023chatbot,Large Language Model-Based Chatbot vs Surgeon-Generated Informed Consent Documentation for Common Procedures,2023,37812419,10.1001/jamanetworkopen.2023.36997,comparative documentation study,ai_clinic;llm_procedures;patient;policy_expert,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
mocciaaicardia2020radiology,Artificial intelligence in cardiac radiology.,2020,32946002,10.1007/s11547-020-01277-w,Narrative review,ai_cmr,AI-CMR,ai_cmr_candidates,
moor2023foundation,Foundation models for generalist medical artificial intelligence,2023,37045921,10.1038/s41586-023-05881-4,perspective,ai_general;foundation_models;review,curated_extension,curated_extensions,Nature
mrakelectrocar2026applied,Artificial Intelligence Applied to Electrocardiograms Recorded in Sinus Rhythm for Detection and Prediction of Atrial Fibrillation: A Scoping Review,2026,41597485,10.3390/medicina62010199,scoping review,ai_ecg,"Reviews, methods, and reporting quality",ai_ecg_candidates,
muscogiuricard2023radiomics,Radiomics applications in cardiac imaging: a comprehensive review.,2023,37326780,10.1007/s11547-023-01658-x,Comprehensive review,ai_cmr,AI-CMR,ai_cmr_candidates,
namjouyanelect2025precision,"Precision Medicine for Electrocardiogram Interpretation: Clinical Relevance, Challenges, and Advances",2025,41524056,10.31083/rcm47007,review,ai_ecg,"Reviews, methods, and reporting quality",ai_ecg_candidates,
narang2022utility,Utility of a Deep-Learning Algorithm to Guide Novices to Acquire Echocardiograms for Limited Diagnostic Use,2022,35138355,10.1001/jamacardio.2021.5025,prospective implementation,ai_echo;deployment;implementation,curated_extension,curated_extensions,JAMA Cardiology
nctafalgorithm2019randomised,A Randomised Controlled Trial for the Identification of Undiagnosed Atrial Fibrillation Patients Using a Machine Learning Risk Prediction Algorithm and Diagnostic Test (NCT04045639),2019,,,randomized controlled screening trial,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctafscreen2025atrial,Atrial Fibrillation Risk Estimation With Single-lead Handheld Electrocardiograms (NCT07468123),2025,,,prospective non-randomized pilot intervention,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctaidmri2023international,International Study of Artificial Intelligence-based Diagnosis of Cardiomyopathy Using Cardiac MRI (NCT05793840),2023,,,international observational validation study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctaiecglvef2025external,External Validation of Artificial Intelligence-enabled Electrocardiography (AI-ECG) for the Detection of Left Ventricular Dysfunction (NCT07038018),2025,,,multicentre retrospective validation registry,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctaivt2024computational,Computational Cardiac Imaging Analysis to Guide Ventricular Tachycardia Ablation Procedures (NCT06964152),2024,,,prospective interventional study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctcabgai2026cabg,CABG-AI-Supported Discharge Education (NCT07503678),2026,,,randomized controlled trial,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctdetectas2026enhanced,"Deep Learning-enhanced Personalized Monitoring of Aortic Stenosis, DETECT-AS Prognostic Study (NCT06749132)",2026,,,prospective observational study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctllmscreenin2024manual,Manual Versus AI-Assisted Clinical Trial Screening Using Large-Language Models (NCT06588452),2024,,,prospective randomized workflow study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctmitralvideo2025video,Video-Based AI-Generated Peri-operative Instructions for Mitral Valve Surgery (NCT07036926),2025,,,randomized controlled trial,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctmlaf2020atrial,Machine Learning in Atrial Fibrillation (NCT05371405),2020,,,prospective observational phenotyping study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
ncttartanhf2022targeted,"Targeted Assessment in High-Risk paTients With dIAbetes to ideNtify Undiagnosed Heart Failure, TARTAN-HF (NCT05705869)",2022,,,prospective multicentre randomized controlled trial,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
nctwillem2023powered,AI-powered ECG Analysis Using Willem Software in High-risk Cardiac Patients (NCT05890716),2023,,,multicentre prospective-retrospective cohort study,ai_clinic,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
neupaneecg2025interpretation,The Use of Artificial Intelligence in ECG Interpretation in the Outpatient Setting: A Scoping Review,2025,41209885,10.7759/cureus.94113,scoping review,ai_ecg,"Reviews, methods, and reporting quality",ai_ecg_candidates,
niazaicardiova2025diagnostics,Artificial intelligence in cardiovascular diagnostics: a systematic review and descriptive analysis of clinical applications and diagnostic performance,2025,41315941,10.1186/s12872-025-05327-x,systematic review,ai_ecg,"Reviews, methods, and reporting quality",ai_ecg_candidates,
norgeot2020minimum,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,2020,32955581,10.1038/s41591-020-1041-y,reporting guideline,ai_governance;policy;reporting_standards,curated_extension,curated_extensions,Nature Medicine
nori2023capabilities,Capabilities of GPT-4 on Medical Challenge Problems,2023,,10.48550/arxiv.2303.13375,preprint evaluation,evaluation;foundation_models;llm,curated_extension,curated_extensions,arXiv
obermeyer2019dissecting,Dissecting racial bias in an algorithm used to manage the health of populations,2019,31649194,10.1126/science.aax2342,external evaluation,ai_governance;bias;fairness,curated_extension,curated_extensions,Science
oral2026oral,Large language model use in oral and maxillofacial surgery training: a national resident survey,2026,41721118,,publication,engineering;grant_reviewer;llm_procedures,evidence_json,evidence.json,
ouyang2020video,Video-based AI for beat-to-beat assessment of cardiac function,2020,32269341,10.1038/s41586-020-2145-8,external validation study,ai_echo;deep_learning;ejection_fraction;seminal,curated_extension,curated_extensions,Nature
owensdcmrelati2023screening,Screening for Dilated Cardiomyopathy in At-Risk First-Degree Relatives,2023,37225358,,multicentre family-screening cohort,ai_clinic;cardiomyopathy;clinical;patient;policy_expert,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
packercabana2019effect,"Effect of Catheter Ablation vs Antiarrhythmic Drug Therapy on Mortality, Stroke, Bleeding, and Cardiac Arrest Among Patients With Atrial Fibrillation: The CABANA Randomized Clinical Trial",2019,30874766,,randomized clinical trial,ai_clinic;atrial_fibrillation;clinical;grant_reviewer,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
parkecg2025supported,AI-ECG Supported Decision-Making for Coronary Angiography in Acute Chest Pain: The QCG-AID Study,2025,40165577,10.3346/jkms.2025.40.e105,retrospective cohort/model development,ai_ecg,"Structural heart disease, cardiomyopathy, and ischemia",ai_ecg_candidates,
perez2019scale,Large-Scale Assessment of a Smartwatch to Identify Atrial Fibrillation,2019,31722151,10.1056/nejmoa1901183,prospective screening cohort,ai_ecg;atrial_fibrillation;screening;seminal;wearable,curated_extension,curated_extensions,New England Journal of Medicine
petersen2016biobank,UK Biobank's cardiovascular magnetic resonance protocol,2016,26830814,10.1186/s12968-016-0227-4,protocol/cohort design,ai_cmr;phenotyping;uk_biobank,curated_extension,curated_extensions,Journal of Cardiovascular Magnetic Resonance
pezeltradiomic2021native,Machine learning of native T1 mapping radiomics for classification of hypertrophic cardiomyopathy phenotypes.,2021,34880319,10.1038/s41598-021-02971-z,Radiomics phenotyping study,ai_cmr,AI-CMR,ai_cmr_candidates,
pfeiferecg2026multicenter,Multicenter validation of an artificial intelligence-enabled ECG model to predict 1-year risk of atrial fibrillation or flutter,2026,41956270,10.1016/j.hrthm.2026.03.1956,external validation study,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
philipscommerc2026philips,Philips Cardiologs ECG analysis,2026,,,commercial / official product webpage,ai_ecg,Commercial and real-world deployment signals,ai_ecg_candidates,
piccinelliauto2025prediction,Prediction of Cardiovascular Events Using Fully Automated Global Longitudinal and Circumferential Strain in Patients Undergoing Stress CMR.,2025,40948124,10.1161/circimaging.125.018350,Retrospective observational prognostic study,ai_cmr,AI-CMR,ai_cmr_candidates,
pirracchio2014mortality,Mortality prediction in the ICU based on MIMIC-II results from the Super ICU Learner Algorithm (SICULA) project,2014,26025194,10.1016/s2213-2600(15)00065-x,method development,ehr;general_ai;icu,curated_extension,curated_extensions,Lancet Respiratory Medicine
pleinaimyocard2024imaging,Imaging for the diagnosis of acute myocarditis: can artificial intelligence improve diagnostic performance?,2024,39314764,10.3389/fcvm.2024.1408574,Focused review,ai_cmr,AI-CMR,ai_cmr_candidates,
prietofreerunn2025function,Cardiac function assessment with deep-learning-based automatic segmentation of free-running four-dimensional whole-heart cardiovascular magnetic resonance.,2025,41453741,10.1016/j.jocmr.2025.102677,Technical validation study,ai_cmr,AI-CMR,ai_cmr_candidates,
qinmulticontra2021synergistic,Synergistic multi-contrast cardiac magnetic resonance image reconstruction.,2021,33966456,10.1098/rsta.2020.0197,Technical review,ai_cmr,AI-CMR,ai_cmr_candidates,
raisiestabragh2023genetics,Genetics of myocardial interstitial fibrosis in the human heart and association with disease.,2023,37081215,10.1038/s41588-023-01371-5,Population imaging-genetics study,ai_cmr,AI-CMR,ai_cmr_candidates,
raisiestabragh2024noninvasive,Noninvasive assessment of organ-specific and shared pathways in multi-organ fibrosis using T1 mapping.,2024,38806679,10.1038/s41591-024-03010-w,Population imaging-genetics study,ai_cmr,AI-CMR,ai_cmr_candidates,
rajkomar2018scalable,Scalable and accurate deep learning with electronic health records,2018,31304302,10.1038/s41746-018-0029-1,method development,deep_learning;ehr;general_ai,curated_extension,curated_extensions,npj Digital Medicine
rantulaelectro2026neural,A Deep Neural Network for Interpreting Wearable Electrocardiogram Data in Atrial Fibrillation: Prospective Observational Diagnostic Accuracy Study,2026,42024548,10.2196/82475,prospective diagnostic accuracy study,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
reinforcement2025reinforcement,Reinforcement Learning and Its Clinical Applications Within Healthcare: A Systematic Review of Precision Medicine and Dynamic Treatment Regimes,2025,40724777,,publication,engineering;grant_reviewer;policy_expert;programme_design,evidence_json,evidence.json,
revolutionisin2024revolutionising,Revolutionising Acute Cardiac Care With Artificial Intelligence: Opportunities and Challenges,2024,38901544,,publication,engineering;grant_reviewer;implementation;policy_expert;post_mi,evidence_json,evidence.json,
rheeelectrocar2026driven,Artificial Intelligence-Driven Electrocardiogram Screening for Asymptomatic Left Ventricular Systolic Dysfunction in the General Population,2026,41849876,10.1016/j.jacadv.2026.102660,retrospective cohort/model development,ai_ecg,LV systolic dysfunction and heart failure,ai_ecg_candidates,
ribeiro2020automatic,Automatic diagnosis of the 12-lead ECG using a deep neural network,2020,32273506,10.1038/s41467-020-15432-4,retrospective derivation/validation,ai_ecg;deep_learning;lmic;seminal,curated_extension,curated_extensions,Nature Communications
role2025role,"The Role of Artificial Intelligence in Improving Diagnosis, Management, and Outcomes of Acute Myocardial Ischemia: A Systematic Review",2025,41523481,,publication,clinical;engineering;grant_reviewer;post_mi,evidence_json,evidence.json,
sauer2022pulmonary,Machine Learning for Pulmonary and Critical Care Medicine: A Narrative Review,2022,34825676,10.1016/j.chest.2021.10.032,review,ai_general;icu;implementation,curated_extension,curated_extensions,Chest
schneider2022real,Real-time guidance by deep learning of experienced operators to improve the standard of care in echocardiography,2022,34739544,10.1093/ehjci/jeab241,implementation evaluation,ai_echo;implementation,curated_extension,curated_extensions,European Heart Journal Cardiovascular Imaging
sendak2020path,A path for translation of machine learning products into healthcare delivery,2020,33051556,10.1038/s41746-020-00329-9,perspective,ai_deployment;implementation;policy,curated_extension,curated_extensions,npj Digital Medicine
sengupta2016cognitive,Cognitive Machine-Learning Algorithm for Cardiac Imaging: A Pilot Study for Differentiating Constrictive Pericarditis From Restrictive Cardiomyopathy,2016,27266599,10.1161/circimaging.115.004330,pilot diagnostic study,ai_imaging;machine_learning;phenotyping,curated_extension,curated_extensions,Circulation: Cardiovascular Imaging
shameer2018medicine,Machine learning in cardiovascular medicine: are we there yet?,2018,29352006,10.1136/heartjnl-2017-311198,review,ai_cardiology;engineering;grant_reviewer;implementation;programme_design;review,curated_extension,curated_extensions,Heart
shucmrradiomic2023magnetic,Cardiac magnetic resonance radiomics for disease classification.,2023,36378251,10.1007/s00330-022-09236-x,Radiomics classifier study,ai_cmr,AI-CMR,ai_cmr_candidates,
singhal2023encode,Large language models encode clinical knowledge,2023,37438534,10.1038/s41586-023-06291-2,evaluation study,foundation_models;general_ai;llm,curated_extension,curated_extensions,Nature
siontishcmscar2023interpretable,Interpretable machine learning for automated left ventricular scar quantification in hypertrophic cardiomyopathy patients.,2023,36812626,10.1371/journal.pdig.0000159,Retrospective multicenter algorithm study,ai_cmr,AI-CMR,ai_cmr_candidates,
songelectrocar2025enabled,Artificial Intelligence-Enabled Electrocardiogram for the Detection and Management of Cancer Therapy-Related Cardiotoxicity,2025,41473234,10.1002/cai2.70042,retrospective cohort/model development,ai_ecg,"Implementation, deployment, and enabling methods",ai_ecg_candidates,
steinbergcaban2025association,Association between comorbidity burden and outcomes of catheter ablation vs. medical therapy for atrial fibrillation: insights from the CABANA trial,2025,41213867,10.1093/europace/euaf292,post hoc heterogeneity analysis of randomized trial,ai_clinic;atrial_fibrillation;clinical;engineering;grant_reviewer,LLM/AI-clinic,llm_cv_ai_clinic_candidates,
strodthoff2021benchmarks,Deep Learning for ECG Analysis: Benchmarks and Insights from PTB-XL,2021,33735086,10.1109/jbhi.2020.3022989,benchmark study,ai_ecg;benchmark;dataset,curated_extension,curated_extensions,IEEE Journal of Biomedical and Health Informatics
sunnoncontrast2022differentiating,Differentiating between cardiac amyloidosis and hypertrophic cardiomyopathy on non-contrast cine-magnetic resonance images using machine learning-based radiomics.,2022,36386316,10.3389/fcvm.2022.1001269,Retrospective radiomics study,ai_cmr,AI-CMR,ai_cmr_candidates,
support2026support,Artificial Intelligence as a Support Tool for Preoperative Patient Education in Anesthesiology: A Comparative Evaluation of Five Large Language Models,2026,41899118,,publication,engineering;implementation;llm_procedures;patient;policy_expert,evidence_json,evidence.json,
suzukienhanced2026enhanced,Artificial Intelligence-Enhanced Electrocardiography for Predicting Paroxysmal Atrial Fibrillation From Sinus Rhythm: Impact of Data Integration Across Institutions and Devices,2026,41657013,10.1111/anec.70159,retrospective cohort/model development,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
svendsen2021effect,Effect of Population Screening for Atrial Fibrillation on Stroke and Mortality (LOOP Study): An Investigator-Initiated Randomized Trial,2021,34601844,10.1016/s0140-6736(21)01698-6,randomized controlled trial,atrial_fibrillation;screening;wearable,curated_extension,curated_extensions,The Lancet
tamuraecg2026software,Artificial Intelligence Software for Detecting Paroxysmal Atrial Fibrillation from Sinus Rhythm Monitor ECG: Development and Clinical Trial,2026,41455001,10.1007/s12325-025-03461-8,clinical trial,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
tatelectrocard2026enabled,Artificial Intelligence-Enabled Electrocardiographic Detection of Severe Aortic Stenosis Leading to Transcatheter Aortic Valve Replacement,2026,41778935,10.1016/j.jaccas.2026.107184,retrospective cohort/model development,ai_ecg,"Structural heart disease, cardiomyopathy, and ischemia",ai_ecg_candidates,
tison2018passive,Passive Detection of Atrial Fibrillation Using a Commercially Available Smartwatch,2018,29562087,10.1001/jamacardio.2018.0136,prospective diagnostic accuracy,ai_ecg;atrial_fibrillation;deep_learning;wearable,curated_extension,curated_extensions,JAMA Cardiology
tomuraelectroc2026lead,12-lead electrocardiogram-based artificial intelligence model accurately predicts near-term atrial fibrillation in patients with embolic stroke of undetermined source,2026,41908195,10.1016/j.hroo.2025.12.014,retrospective cohort/model development,ai_ecg,Atrial fibrillation detection and prediction,ai_ecg_candidates,
topol2019high,High-performance medicine: the convergence of human and artificial intelligence,2019,30617339,10.1038/s41591-018-0300-7,perspective,ai_general;policy;review;seminal,curated_extension,curated_extensions,Nature Medicine
tsiartasecg2025capabilities,Artificial intelligence capabilities in identifying atrial fibrillation using baseline sinus rhythm ECG : a systematic review,2025,41173515,10.1136/openhrt-2025-003657,systematic review,ai_ecg,"Reviews, methods, and reporting quality",ai_ecg_candidates,
various2021prospective,Prospective evaluation of smartphone-enabled cardiac telemetry in patients with cardiac implantable electronic devices,2021,,10.1016/j.cvdhj.2020.12.001,prospective evaluation,ai_ecg;implementation;wearable,curated_extension,curated_extensions,Cardiovascular Digital Health Journal
various2023algorithm,Algorithm-driven precision medicine: where do we stand?,2023,37076611,10.1001/jama.2023.4832,viewpoint,ai_general;policy;precision_medicine,curated_extension,curated_extensions,JAMA
various2023validation,Validation of an Atrial Fibrillation Risk Algorithm in Population Screening,2023,,10.1038/s41746-023-00876-x,external validation,ai_ecg;atrial_fibrillation;screening,curated_extension,curated_extensions,npj Digital Medicine
various2024cost,Cost-effectiveness of AI-ECG Screening for Asymptomatic Left Ventricular Dysfunction,2024,,10.1093/eurheartj/ehae012,economic evaluation,ai_ecg;health_economics;screening,curated_extension,curated_extensions,European Heart Journal
various2024echonext,EchoNext: Multimodal AI Model for Aortic Stenosis Screening from ECG,2024,,10.48550/arxiv.2406.18475,"preprint, derivation/validation",ai_ecg;aortic_stenosis;screening,curated_extension,curated_extensions,arXiv
various2024enables,Deep learning enables genotype-free cardiomyopathy screening from cardiac magnetic resonance,2024,,10.1038/s44161-024-00510-3,derivation/validation,ai_cmr;cardiomyopathy;deep_learning,curated_extension,curated_extensions,Nature Cardiovascular Research
various2024implementation,Implementation of Artificial Intelligence-Based Clinical Decision Support to Reduce Hospital Readmissions,2024,,10.1056/aip2400055,implementation cohort,ai_deployment;implementation;policy,curated_extension,curated_extensions,NEJM AI
various2024target,TARGET-HF: Targeted screening for heart failure using NT-proBNP and digital tools,2024,,,ongoing trial / registry,heart_failure;ongoing_trial;screening,curated_extension,curated_extensions,ClinicalTrials.gov
vasey2022reporting,Reporting guideline for the early-stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,2022,35595374,10.1038/s41591-022-01772-9,reporting guideline,ai_governance;implementation;reporting_standards,curated_extension,curated_extensions,Nature Medicine
vollmer2020research,"Machine learning and artificial intelligence research for patient benefit: 20 critical questions on transparency, replicability, ethics, and effectiveness",2020,32193309,10.1136/bmj.l6927,policy/perspective,ai_governance;ethics;policy,curated_extension,curated_extensions,BMJ
vukadinovic2023detection,Detection of Aortic Stenosis from Cardiac Ultrasound Using Deep Learning,2023,37253643,10.1161/circulationaha.122.063480,derivation/validation study,ai_echo;aortic_stenosis,curated_extension,curated_extensions,Circulation
wagner2020publicly,"PTB-XL, a large publicly available electrocardiography dataset",2020,32398667,10.1038/s41597-020-0495-6,dataset descriptor,ai_ecg;dataset;open_data,curated_extension,curated_extensions,Scientific Data
wang2021algorithm,A deep learning algorithm using CT images to screen for COVID-19,2021,32997202,10.1007/s00330-021-07715-1,external validation study,ai_imaging;external_validation;general_ai,curated_extension,curated_extensions,European Radiology
wangalamyloidh2025differentiation,Differentiation of light chain cardiac amyloidosis and hypertrophic cardiomyopathy by ensemble machine learning-based radiomic analysis of cardiac magnetic resonance.,2025,41188957,10.1186/s13023-025-03947-2,Retrospective development and hold-out test study,ai_cmr,AI-CMR,ai_cmr_candidates,
wangdlquantita2020quantitative,Deep Learning for Quantitative Cardiac MRI.,2020,31670597,10.2214/ajr.19.21927,Narrative review,ai_cmr,AI-CMR,ai_cmr_candidates,
wolff2019probast,PROBAST: A Tool to Assess the Risk of Bias and Applicability of Prediction Model Studies,2019,30596875,10.7326/m18-1376,methodology,methodology;risk_of_bias,curated_extension,curated_extensions,Annals of Internal Medicine
wong2021external,External Validation of a Widely Implemented Proprietary Sepsis Prediction Model in Hospitalized Patients,2021,34152373,10.1001/jamainternmed.2021.2626,external validation,ai_deployment;external_validation;general_ai,curated_extension,curated_extensions,JAMA Internal Medicine
world2021guidance,WHO guidance on ethics and governance of artificial intelligence for health,2021,,,policy guidance,ai_governance;ethics;policy,curated_extension,curated_extensions,World Health Organization
wynants2020prediction,Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal,2020,32265220,10.1136/bmj.m1328,systematic review,ai_validation;policy;risk_of_bias,curated_extension,curated_extensions,BMJ
x202420242024,2024 AHA/ACC/AMSSM/HRS/PACES/SCMR Guideline for the Management of Hypertrophic Cardiomyopathy,2024,38718139,,publication,cardiomyopathy;clinical;grant_reviewer;policy_expert,evidence_json,evidence.json,
yan2024reduction,Reduction in fatal and non-fatal cardiovascular events using a smartphone-based atrial fibrillation screening strategy in adults aged ≥65 years: cluster randomised controlled trial,2024,38191195,10.1093/eurheartj/ehad800,cluster randomized trial,ai_ecg;atrial_fibrillation;screening,curated_extension,curated_extensions,European Heart Journal
yangecg2026enabled,Deep learning-enabled ECG system for detecting left ventricular hypertrophy and predicting cardiovascular prognoses,2026,41781965,10.1186/s13040-026-00536-2,external validation study,ai_ecg,"Structural heart disease, cardiomyopathy, and ischemia",ai_ecg_candidates,
yao2021eagle,EAGLE Trial: Artificial Intelligence-Enabled Electrocardiogram for Low Ejection Fraction,2021,34315208,10.1038/s41591-021-01437-z,pragmatic cluster RCT,ai_ecg;deployment;ejection_fraction;rct;seminal,curated_extension,curated_extensions,Nature Medicine
yigndetection2026detection,"Detection of Hypokalemia, Hyponatremia, and Hyperkalemia in Heart Failure Patients Using Artificial Intelligence Techniques via Electrocardiography",2026,41063616,10.5543/tkda.2025.18598,retrospective cohort/model development,ai_ecg,"Implementation, deployment, and enabling methods",ai_ecg_candidates,
yuelectrocardi2025enabled,An Artificial Intelligence-Enabled Electrocardiogram to Evaluate Patients With Dyspnea in the Emergency Department,2025,41133167,10.1016/j.mayocpiqo.2025.100652,retrospective cohort/model development,ai_ecg,LV systolic dysfunction and heart failure,ai_ecg_candidates,
zhangaienabled2024screening,Screening and diagnosis of cardiovascular disease using artificial intelligence-enabled cardiac magnetic resonance imaging.,2024,38740996,10.1038/s41591-024-02971-2,Large retrospective development and external validation study,ai_cmr,AI-CMR,ai_cmr_candidates,
zhangdeepstemi2025novel,A novel deep learning system for STEMI prognostic prediction from multi-sequence cardiac magnetic resonance.,2025,41314962,10.1016/j.scib.2025.11.027,Multicenter development with external validation,ai_cmr,AI-CMR,ai_cmr_candidates,
zhangelectroca2025could,"A deep learning model could screen for coronary heart disease from a ""pseudo-normal"" electrocardiogram",2025,40527801,10.1097/md.0000000000042764,retrospective cohort/model development,ai_ecg,"Structural heart disease, cardiomyopathy, and ischemia",ai_ecg_candidates,
zhangelectroca2025electrocardiogram,Artificial intelligence in electrocardiogram-based prediction of heart failure: a systematic review and meta-analysis,2025,41552681,10.3389/fcvm.2025.1659298,systematic review,ai_ecg;engineering;grant_reviewer;implementation,"Reviews, methods, and reporting quality",ai_ecg_candidates,
zhangsemisuper2024semi,Semi-supervised segmentation of cardiac chambers from LGE-CMR using feature consistency awareness.,2024,39420256,10.1186/s12872-024-04250-x,Method development study,ai_cmr,AI-CMR,ai_cmr_candidates,
zhoucmrradiomi2024challenges,Challenges in clinical translation of cardiac magnetic resonance imaging radiomics in non-ischemic cardiomyopathy: a narrative review.,2024,39790204,10.21037/cdt-24-138,Narrative review,ai_cmr,AI-CMR,ai_cmr_candidates,
